date,time,currency,impact,event,actual,forecast,previous,outcome
2024-02-08,1:30pm,USD,red,Unemployment Claims,218,221,227,
2024-02-08,1:30pm,USD,orange,FOMC Member Barkin Speaks,,,,
2024-02-08,3:00pm,GBP,yellow,MPC Member Mann Speaks,,,,
2024-02-08,3:00pm,USD,yellow,Final Wholesale Inventories m/m,0.4,0.4,0.4,
2024-02-08,3:00pm,USD,yellow,Mortgage Delinquencies,3.88,,3.62,
2024-02-08,3:30pm,USD,yellow,Natural Gas Storage,-75,-73,-197,
2024-02-08,5:05pm,USD,orange,FOMC Member Barkin Speaks,,,,
2024-02-08,6:01pm,USD,orange,30-y Bond Auction,4.36,,4.23,
2024-02-08,10:30pm,AUD,red,RBA Gov Bullock Speaks,,,,
2024-02-08,11:50pm,JPY,yellow,M2 Money Stock y/y,2.4,2.2,2.3,better
2024-02-09,7:00am,CNY,orange,New Loans,4920,3490,1170,better
2024-02-09,7:00am,CNY,yellow,M2 Money Supply y/y,8.7,9.4,9.7,worse
2024-02-09,7:00am,EUR,yellow,German Final CPI m/m,0.2,0.2,0.2,
2024-02-09,9:00am,EUR,yellow,Italian Industrial Production m/m,1.1,0.8,-1.3,better
2024-02-09,10:30am,EUR,yellow,German Buba President Nagel Speaks,,,,
2024-02-09,1:30pm,CAD,red,Employment Change,37.3,16.0,0.1,better
2024-02-09,1:30pm,CAD,red,Unemployment Rate,5.7,5.9,5.8,better
2024-02-12,All Day,JPY,gray,Bank Holiday,,,,
2024-02-12,12:30am,NZD,orange,RBNZ Gov Orr Speaks,,,,
2024-02-12,All Day,CNY,gray,Bank Holiday,,,,
2024-02-12,2:20pm,USD,yellow,FOMC Member Bowman Speaks,,,,
2024-02-12,2:45pm,USD,yellow,Cleveland Fed Inflation Expectations,3.4,,4.2,
2024-02-12,5:00pm,USD,orange,FOMC Member Barkin Speaks,,,,
2024-02-12,6:00pm,GBP,red,BOE Gov Bailey Speaks,,,,
2024-02-12,7:00pm,USD,yellow,Federal Budget Balance,-21.9,-39.3,-129.4,better
2024-02-12,11:30pm,AUD,yellow,Westpac Consumer Sentiment,6.2,,-1.3,
2024-02-12,11:50pm,JPY,yellow,PPI y/y,0.2,0.1,0.2,
2024-02-13,12:30am,AUD,yellow,NAB Business Confidence,1,,0,
2024-02-13,All Day,CNY,gray,Bank Holiday,,,,
2024-02-13,2:20am,NZD,red,Inflation Expectations q/q,2.50,,2.76,
2024-02-13,5:58am,JPY,yellow,Prelim Machine Tool Orders y/y,-14.1,,-9.6,
2024-02-13,7:00am,GBP,red,Claimant Count Change,14.1,15.2,5.5,better
2024-02-13,7:00am,GBP,orange,Average Earnings Index 3m/y,5.8,5.6,6.7,better
2024-02-13,7:00am,GBP,yellow,Unemployment Rate,3.8,4.0,4.2,better
2024-02-13,7:30am,CHF,red,CPI m/m,0.2,0.6,0.0,worse
2024-02-13,10:00am,EUR,yellow,ZEW Economic Sentiment,25.0,20.1,22.7,better
2024-02-13,10:00am,EUR,yellow,German ZEW Economic Sentiment,19.9,17.4,15.2,better
2024-02-13,11:00am,USD,yellow,NFIB Small Business Index,89.9,92.3,91.9,worse
2024-02-13,1:30pm,USD,red,Core CPI m/m,0.4,0.3,0.3,better
2024-02-13,1:30pm,USD,red,CPI m/m,0.3,0.2,0.3,better
2024-02-13,1:30pm,USD,red,CPI y/y,3.1,2.9,3.4,better
2024-02-13,9:45pm,NZD,yellow,FPI m/m,0.9,,-0.1,
2024-02-14,All Day,CNY,gray,Bank Holiday,,,,
2024-02-14,7:00am,GBP,red,CPI y/y,4.0,4.1,4.0,worse
2024-02-14,7:00am,GBP,yellow,Core CPI y/y,5.1,5.2,5.1,worse
2024-02-14,7:00am,GBP,yellow,PPI Input m/m,-0.8,0.1,-0.4,worse
2024-02-14,7:00am,GBP,yellow,PPI Output m/m,-0.2,-0.2,-0.5,
2024-02-14,7:00am,GBP,yellow,RPI y/y,4.9,5.1,5.2,worse
2024-02-14,9:30am,GBP,yellow,HPI y/y,-1.4,-1.8,-2.3,better
2024-02-14,10:00am,EUR,yellow,Flash Employment Change q/q,0.3,0.3,0.2,
2024-02-14,10:00am,EUR,yellow,Flash GDP q/q,0.0,0.0,0.0,
2024-02-14,10:00am,EUR,yellow,Industrial Production m/m,2.6,-0.2,0.4,better
2024-02-14,10:33am,EUR,yellow,German 30-y Bond Auction,2.53,,2.45,
2024-02-14,11:33am,GBP,yellow,10-y Bond Auction,4.13,,3.97,
2024-02-14,2:30pm,GBP,yellow,CB Leading Index m/m,-0.1,,-0.3,
2024-02-14,3:00pm,GBP,red,BOE Gov Bailey Speaks,,,,
2024-02-14,3:30pm,USD,yellow,Crude Oil Inventories,12.0,3.3,5.5,worse
2024-02-14,5:00pm,EUR,yellow,German Buba President Nagel Speaks,,,,
2024-02-14,7:30pm,CAD,yellow,Gov Council Member Mendes Speaks,,,,
2024-02-14,9:00pm,USD,yellow,FOMC Member Barr Speaks,,,,
2024-02-14,9:45pm,NZD,yellow,Visitor Arrivals m/m,-2.2,,-1.6,
2024-02-14,10:00pm,AUD,red,RBA Gov Bullock Speaks,,,,
2024-02-14,11:50pm,JPY,yellow,Prelim GDP Price Index y/y,3.8,4.0,5.3,worse
2024-02-14,11:50pm,JPY,yellow,Prelim GDP q/q,-0.1,0.2,-0.7,worse
2024-02-15,12:00am,AUD,yellow,MI Inflation Expectations,4.5,,4.5,
2024-02-15,12:30am,AUD,red,Employment Change,0.5,26.4,-62.7,worse
2024-02-15,12:30am,AUD,red,Unemployment Rate,4.1,4.0,3.9,worse
2024-02-15,All Day,CNY,gray,Bank Holiday,,,,
2024-02-15,4:30am,JPY,yellow,Revised Industrial Production m/m,1.4,1.8,1.8,worse
2024-02-15,7:00am,GBP,red,GDP m/m,-0.1,-0.2,0.2,better
2024-02-15,7:00am,GBP,orange,Prelim GDP q/q,-0.3,-0.1,-0.1,worse
2024-02-15,7:00am,GBP,yellow,Construction Output m/m,-0.5,-0.1,-0.7,worse
2024-02-15,7:00am,GBP,yellow,Goods Trade Balance,-14.0,-15.0,-15.1,better
2024-02-15,7:00am,GBP,yellow,Index of Services 3m/3m,-0.2,0.1,-0.2,worse
2024-02-15,7:00am,GBP,yellow,Industrial Production m/m,0.6,-0.1,0.5,better
2024-02-15,7:00am,GBP,yellow,Manufacturing Production m/m,0.8,-0.1,0.8,better
2024-02-15,7:00am,GBP,yellow,Prelim Business Investment q/q,1.5,-0.1,-3.2,better
2024-02-15,7:30am,CHF,yellow,PPI m/m,-0.5,-0.2,-0.6,worse
2024-02-15,8:00am,CHF,yellow,SECO Consumer Climate,-41,-33,-40,worse
2024-02-15,8:00am,EUR,orange,ECB President Lagarde Speaks,,,,
2024-02-15,9:00am,EUR,yellow,Italian Trade Balance,5.61,3.65,3.88,better
2024-02-15,9:46am,EUR,yellow,Spanish 10-y Bond Auction,3.14,,3.17,
2024-02-15,10:00am,EUR,yellow,EU Economic Forecasts,,,,
2024-02-15,10:00am,EUR,yellow,Trade Balance,13.0,15.7,15.1,worse
2024-02-15,12:22pm,GBP,yellow,NIESR GDP Estimate,-0.1,,-0.3,
2024-02-15,1:00pm,GBP,yellow,MPC Member Greene Speaks,,,,
2024-02-15,1:15pm,CAD,yellow,Housing Starts,224,236,249,worse
2024-02-15,1:30pm,CAD,yellow,Manufacturing Sales m/m,-0.7,-0.5,1.5,worse
2024-02-15,1:30pm,USD,red,Core Retail Sales m/m,-0.6,0.2,0.4,worse
2024-02-15,1:30pm,USD,red,Empire State Manufacturing Index,-2.4,-13.7,-43.7,better
2024-02-15,1:30pm,USD,red,Retail Sales m/m,-0.8,-0.2,0.4,worse
2024-02-15,1:30pm,USD,red,Unemployment Claims,212,219,220,better
2024-02-15,1:30pm,USD,orange,Philly Fed Manufacturing Index,5.2,-8.0,-10.6,better
2024-02-15,1:30pm,USD,yellow,Import Prices m/m,0.8,0.0,-0.7,better
2024-02-15,1:50pm,GBP,yellow,MPC Member Mann Speaks,,,,
2024-02-15,2:15pm,USD,orange,Industrial Production m/m,-0.1,0.2,0.0,worse
2024-02-15,2:15pm,USD,yellow,Capacity Utilization Rate,78.5,78.8,78.7,worse
2024-02-15,3:00pm,USD,yellow,Business Inventories m/m,0.4,0.4,-0.1,
2024-02-15,3:00pm,USD,yellow,NAHB Housing Market Index,48,46,44,better
2024-02-15,3:30pm,AUD,yellow,CB Leading Index m/m,0.3,,0.0,
2024-02-15,3:30pm,USD,yellow,Natural Gas Storage,-49,-67,-75,worse
2024-02-15,6:00pm,EUR,yellow,German Buba President Nagel Speaks,,,,
2024-02-15,6:15pm,USD,orange,FOMC Member Waller Speaks,,,,
2024-02-15,6:40pm,NZD,orange,RBNZ Gov Orr Speaks,,,,
2024-02-15,9:00pm,USD,yellow,TIC Long-Term Purchases,160.2,42.6,99.7,better
2024-02-15,9:30pm,NZD,yellow,BusinessNZ Manufacturing Index,47.3,,43.4,
2024-02-16,12:00am,USD,yellow,FOMC Member Bostic Speaks,,,,
2024-02-16,All Day,CNY,gray,Bank Holiday,,,,
2024-02-16,4:30am,JPY,yellow,Tertiary Industry Activity m/m,0.7,0.2,-1.4,better
2024-02-16,7:00am,EUR,yellow,German WPI m/m,0.1,-0.4,-0.6,better
2024-02-16,7:00am,GBP,red,Retail Sales m/m,3.4,1.5,-3.3,better
2024-02-16,7:45am,EUR,yellow,French Final CPI m/m,-0.2,-0.2,-0.2,
2024-02-16,1:30pm,CAD,yellow,Foreign Securities Purchases,10.44,-6.45,11.31,better
2024-02-16,1:30pm,CAD,yellow,Wholesale Sales m/m,0.3,0.7,0.9,worse
2024-02-16,1:30pm,USD,red,Core PPI m/m,0.5,0.1,-0.1,better
2024-02-16,1:30pm,USD,red,PPI m/m,0.3,0.1,-0.1,better
2024-02-16,1:30pm,USD,orange,Building Permits,1.47,1.51,1.49,worse
2024-02-16,1:30pm,USD,yellow,Housing Starts,1.33,1.45,1.56,worse
2024-02-16,2:10pm,USD,yellow,FOMC Member Barr Speaks,,,,
2024-02-16,3:00pm,USD,red,Prelim UoM Consumer Sentiment,79.6,80.0,79.0,
2024-02-16,3:00pm,USD,orange,Prelim UoM Inflation Expectations,3.0,,2.9,
2024-02-16,5:45pm,USD,yellow,FOMC Member Daly Speaks,,,,
2024-02-16,7:40pm,GBP,yellow,MPC Member Pill Speaks,,,,
2024-02-18,9:30pm,NZD,yellow,BusinessNZ Services Index,52.1,,48.8,
2024-02-18,11:50pm,JPY,yellow,Core Machinery Orders m/m,2.7,2.7,-4.9,
2024-02-19,12:01am,GBP,yellow,Rightmove HPI m/m,0.9,,1.3,
2024-02-19,11:00am,EUR,yellow,German Buba Monthly Report,,,,
2024-02-19,All Day,CAD,gray,Bank Holiday,,,,
2024-02-19,All Day,USD,gray,Bank Holiday,,,,
2024-02-19,1:30pm,CAD,yellow,IPPI m/m,-0.1,-0.1,-1.6,
2024-02-19,1:30pm,CAD,yellow,RMPI m/m,1.2,0.7,-4.9,better
2024-02-20,12:30am,AUD,red,Monetary Policy Meeting Minutes,,,,
2024-02-20,1:15am,CNY,orange,1-y Loan Prime Rate,3.45,3.45,3.45,
2024-02-20,1:15am,CNY,orange,5-y Loan Prime Rate,3.95,4.10,4.20,worse
2024-02-20,7:00am,CHF,yellow,Trade Balance,4.74,2.35,1.27,better
2024-02-20,9:00am,EUR,yellow,Current Account,31.9,20.3,22.5,better
2024-02-20,10:15am,GBP,orange,Monetary Policy Report Hearings,,,,
2024-02-20,1:30pm,CAD,red,CPI m/m,0.0,0.4,-0.3,worse
2024-02-20,1:30pm,CAD,red,Median CPI y/y,3.3,3.6,3.5,worse
2024-02-20,1:30pm,CAD,red,Trimmed CPI y/y,3.4,3.6,3.7,worse
2024-02-20,1:30pm,CAD,orange,Common CPI y/y,3.4,3.8,3.9,worse
2024-02-20,1:30pm,CAD,yellow,Core CPI m/m,0.1,,-0.5,
2024-02-20,2:36pm,NZD,yellow,GDT Price Index,0.5,,4.2,
2024-02-20,3:00pm,USD,yellow,CB Leading Index m/m,-0.4,-0.3,-0.2,worse
2024-02-20,9:45pm,NZD,yellow,PPI Input q/q,0.9,0.5,1.2,better
2024-02-20,9:45pm,NZD,yellow,PPI Output q/q,0.7,0.4,0.8,better
2024-02-20,11:30pm,AUD,yellow,MI Leading Index m/m,-0.1,,0.0,
2024-02-20,11:50pm,JPY,yellow,Trade Balance,0.24,-0.23,-0.44,better
2024-02-21,12:30am,AUD,red,Wage Price Index q/q,0.9,0.9,1.3,
2024-02-21,7:00am,GBP,yellow,Public Sector Net Borrowing,-17.6,-18.4,6.5,worse
2024-02-21,10:35am,EUR,yellow,German 10-y Bond Auction,2.38,,2.23,
2024-02-21,11:00am,GBP,yellow,CBI Industrial Order Expectations,-20,-27,-30,better
2024-02-21,1:00pm,USD,yellow,FOMC Member Bostic Speaks,,,,
2024-02-21,1:30pm,CAD,yellow,NHPI m/m,-0.1,0.1,0.0,worse
2024-02-21,2:00pm,GBP,yellow,MPC Member Dhingra Speaks,,,,
2024-02-21,2:10pm,USD,orange,FOMC Member Barkin Speaks,,,,
2024-02-21,3:00pm,EUR,yellow,Consumer Confidence,-16,-16,-16,
2024-02-21,6:00pm,USD,yellow,FOMC Member Bowman Speaks,,,,
2024-02-21,7:00pm,USD,red,FOMC Meeting Minutes,,,,
2024-02-21,9:45pm,NZD,yellow,Trade Balance,-976,-200,-368,worse
2024-02-21,10:00pm,AUD,yellow,Flash Manufacturing PMI,47.7,,50.1,
2024-02-21,10:00pm,AUD,yellow,Flash Services PMI,52.8,,49.1,
2024-02-22,12:30am,JPY,yellow,Flash Manufacturing PMI,47.2,48.2,48.0,worse
2024-02-22,2:05am,NZD,yellow,Credit Card Spending y/y,-0.3,,4.3,
2024-02-22,6:30am,GBP,yellow,MPC Member Greene Speaks,,,,
2024-02-22,8:15am,EUR,red,French Flash Manufacturing PMI,46.8,43.5,43.1,better
2024-02-22,8:15am,EUR,red,French Flash Services PMI,48.0,45.7,45.4,better
2024-02-22,8:30am,EUR,red,German Flash Manufacturing PMI,42.3,46.1,45.5,worse
2024-02-22,8:30am,EUR,red,German Flash Services PMI,48.2,48.0,47.7,
2024-02-22,9:00am,EUR,orange,Flash Manufacturing PMI,46.1,47.0,46.6,worse
2024-02-22,9:00am,EUR,orange,Flash Services PMI,50.0,48.8,48.4,better
2024-02-22,9:30am,GBP,red,Flash Manufacturing PMI,47.1,47.5,47.0,worse
2024-02-22,9:30am,GBP,red,Flash Services PMI,54.3,54.2,54.3,
2024-02-22,10:00am,EUR,yellow,Final Core CPI y/y,3.3,3.3,3.3,
2024-02-22,10:00am,EUR,yellow,Final CPI y/y,2.8,2.8,2.8,
2024-02-22,Day 1,EUR,yellow,ECOFIN Meetings,,,,
2024-02-22,12:30pm,EUR,yellow,ECB Monetary Policy Meeting Accounts,,,,
2024-02-22,1:30pm,CAD,orange,Core Retail Sales m/m,0.6,0.7,-0.4,worse
2024-02-22,1:30pm,CAD,orange,Retail Sales m/m,0.9,0.8,0.0,better
2024-02-22,1:30pm,USD,red,Unemployment Claims,201,217,213,better
2024-02-22,2:00pm,CNY,yellow,CB Leading Index m/m,-0.1,,-0.3,
2024-02-22,2:45pm,USD,red,Flash Manufacturing PMI,51.5,50.5,50.7,better
2024-02-22,2:45pm,USD,red,Flash Services PMI,51.3,52.4,52.5,worse
2024-02-22,3:00pm,USD,orange,Existing Home Sales,4.00,3.96,3.88,better
2024-02-22,3:00pm,USD,yellow,FOMC Member Jefferson Speaks,,,,
2024-02-22,3:30pm,USD,yellow,Natural Gas Storage,-60,-59,-49,
2024-02-22,4:00pm,USD,yellow,Crude Oil Inventories,3.5,3.9,12.0,better
2024-02-22,9:45pm,NZD,orange,Retail Sales q/q,-1.9,-0.2,-0.8,worse
2024-02-22,9:45pm,NZD,yellow,Core Retail Sales q/q,-1.7,-0.1,0.4,worse
2024-02-22,10:00pm,USD,yellow,FOMC Member Cook Speaks,,,,
2024-02-23,All Day,JPY,gray,Bank Holiday,,,,
2024-02-23,12:01am,GBP,yellow,GfK Consumer Confidence,-21,-18,-19,worse
2024-02-23,12:35am,USD,orange,FOMC Member Waller Speaks,,,,
2024-02-23,1:30am,CNY,yellow,New Home Prices m/m,-0.37,,-0.45,
2024-02-23,7:00am,EUR,yellow,German Final GDP q/q,-0.3,-0.3,-0.3,
2024-02-23,8:00am,GBP,yellow,MPC Member Greene Speaks,,,,
2024-02-23,8:30am,CHF,yellow,Gov Board Member Schlegel Speaks,,,,
2024-02-23,8:33am,CNY,yellow,Foreign Direct Investment ytd/y,-11.7,,-8.0,
2024-02-23,9:00am,EUR,orange,German ifo Business Climate,85.5,85.5,85.2,
2024-02-23,10:00am,EUR,yellow,German Buba President Nagel Speaks,,,,
2024-02-23,Day 2,EUR,yellow,ECOFIN Meetings,,,,
2024-02-23,All Day,EUR,yellow,Eurogroup Meetings,,,,
2024-02-23,1:30pm,CAD,yellow,Corporate Profits q/q,2.7,,4.7,
2024-02-23,1:56pm,EUR,yellow,Belgian NBB Business Climate,-12.8,-16.0,-16.4,better
2024-02-24,Day 3,EUR,yellow,ECOFIN Meetings,,,,
2024-02-25,11:50pm,JPY,yellow,SPPI y/y,2.1,2.4,2.4,worse
2024-02-26,9:00am,GBP,yellow,MPC Member Breeden Speaks,,,,
2024-02-26,11:00am,GBP,yellow,CBI Realized Sales,-7,-33,-50,better
2024-02-26,11:00am,GBP,yellow,MPC Member Pill Speaks,,,,
2024-02-26,3:00pm,USD,orange,New Home Sales,661,680,651,worse
2024-02-26,4:00pm,EUR,orange,ECB President Lagarde Speaks,,,,
2024-02-26,11:30pm,JPY,yellow,National Core CPI y/y,2.0,1.9,2.3,better
